Unnamed: 0,title,author,published_date,published_date_precision,link,clean_url,excerpt,abstract,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id,Unnamed: 20,Unnamed: 21,Category
47,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.fox8live.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,fox8live.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",fox8live.com,13466,news,US,en,,https://www.fox8live.com/pf/resources/images/logo-icons/wvue.svg?d=325,False,@fox8nola,9.430011,9c1e976ede7fae730baf73c052c2b422,,,Crime
48,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.live5news.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,live5news.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",live5news.com,13509,news,US,en,,https://www.live5news.com/pf/resources/images/logo-icons/wcsc.svg?d=325,False,@Live5News,9.429809,7d986457e9ba0589b04f6bd77524af1d,,,Crime
49,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.kltv.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,kltv.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",kltv.com,13587,news,US,en,,https://www.kltv.com/pf/resources/images/logo-icons/kltv.svg?d=325,False,@KLTV7,9.428458,23add716dde8be8dc68765642c895d45,,,Crime
0,"Ontario's travel regulator finds strong consumer intention to travel this spring and summer, despite concerns about travel complexity",CNW Group,3/29/23 12:00,full,https://finance.yahoo.com/news/ontarios-travel-regulator-finds-strong-120000101.html,yahoo.com,"Nearly 7-in-10 Ontarians intend to travel this spring and summer, while 2-in-3 are concerned about having their travel plans delayed or cancelled.MISSISSAUGA, ON, March 29, 2023 /CNW/ - New research…","Nearly 7-in-10 Ontarians intend to travel this spring and summer, while 2-in-3 are concerned about having their travel plans delayed or cancelled.
MISSISSAUGA, ON, March 29, 2023 /CNW/ - New research from the Travel Industry Council of Ontario (TICO) confirms a strong intention by Ontarians to travel this spring and summer. According to a survey of 1,200 Ontarians, 68% of survey respondents intend to travel within Ontario, 51% intend to journey across Canada, while 47% intend to pack their bags for an international trip.",yahoo.com,31,business,US,en,CNW Group,https://media.zenfs.com/en/cnwgroup.com/c05f8109bbb6ce8456672f53303333c9,False,@YahooFinance,10.046531,ee87df670b746c382fb4663f5a172554,,,Travel
1,Internova Travel Group's Luxury-Focused OLTRE Magazine Now Available,PR Newswire,4/4/23 18:50,full,https://finance.yahoo.com/news/internova-travel-groups-luxury-focused-185000813.html,yahoo.com,"Consumer publication is designed for clients of Global Travel Collection's travel advisorsNEW YORK, April 4, 2023 /PRNewswire/ -- The first volume of OLTRE, a new luxury lifestyle travel magazine,…","Consumer publication is designed for clients of Global Travel Collection's travel advisors
NEW YORK, April 4, 2023 /PRNewswire/ -- The first volume of OLTRE, a new luxury lifestyle travel magazine, debuts this week. With a print circulation of 100,000 affluent consumers, OLTRE will be mailed to the top clients of Global Travel Collection's luxury travel advisors to offer a fresh perspective on travel and inspire them to plan their next trip. Global Travel Collection, Internova Travel Group's high-service premium and luxury travel division, represents the most sophisticated community of travel advisors and agencies worldwide.",yahoo.com,31,news,US,en,PR Newswire,https://media.zenfs.com/en/prnewswire.com/f74cef601b72c595fbf54abe69901c27,False,@YahooFinance,9.951929,25745a7a28cc0cd50b34face111a6cc6,,,Travel
2,"Ontario's travel regulator finds strong consumer intention to travel this spring and summer, despite concerns about travel complexity",Travel Industry Council,3/29/23 12:00,full,https://www.newswire.ca/news-releases/ontario-s-travel-regulator-finds-strong-consumer-intention-to-travel-this-spring-and-summer-despite-concerns-about-travel-complexity-885732499.html,newswire.ca,/CNW/ - New research from the Travel Industry Council of Ontario (TICO) confirms a strong intention by Ontarians to travel this spring and summer. According to...,"Nearly 7-in-10 Ontarians intend to travel this spring and summer, while 2-in-3 are concerned about having their travel plans delayed or cancelled.


MISSISSAUGA, ON
, 
March 29, 2023
 /CNW/ - New research from the Industry Council of 
Ontario
 (TICO) confirms a strong intention by Ontarians to travel this spring and summer. According to a survey of 1,200 Ontarians, 68% of survey respondents intend to travel within 
Ontario
, 51% intend to journey across 
Canada
, while 47% intend to pack their bags for an international trip.",newswire.ca,2221,news,CA,en,Travel Industry Council,https://mma.prnewswire.com/media/2042346/Travel_Industry_Council_of_Ontario_Ontario_s_travel_regulator_fi.jpg?p=facebook,False,@CNWGroup,9.936214,3cb84b4c7ba28ca15141e8982aa18be4,,,Travel
3,"Business Travel Accident Insurance Market Size, Share, Revenue, Trends And Drivers For 2023-2032",TBRC Business Research Pvt Ltd,4/4/23 13:40,full,https://world.einnews.com/pr_news/625989486/business-travel-accident-insurance-market-size-share-revenue-trends-and-drivers-for-2023-2032,einnews.com,"The Business Research Company's Business Travel Accident Insurance Global Market Report 2023 – Market Size, Trends, And Global Forecast 2023-2032","Business Travel Accident Insurance Global Market Report 2023 – Market Size, Trends, And Global Forecast 2023-2032

The Business Research Company's Business Travel Accident Insurance Global Market Report 2023 – Market Size, Trends, And Global Forecast 2023-2032

The Business Research Company's global market reports are now updated with the latest market sizing information for the year 2023 and forecasted to 2032'
— The Business Research Company

LONDON, GREATER LONDON, UK, April 4, 2023 / EINPresswire.",einnews.com,3825,world,UA,en,"EIN News,Oliver Guirdham,TBRC Business Research Pvt Ltd",https://img.einnews.com/ampsize/449490/business-travel-accident-insura.jpeg,False,@einnews,9.935905,29f3596e419eb76b6f63c4e05032cf27,,,Travel
4,Travel is Getting Expensive: Protect Your Trip!,PR Newswire,4/5/23 9:15,full,https://finance.yahoo.com/news/travel-getting-expensive-protect-trip-091500707.html,yahoo.com,Travel prices are going up –apparently a whopping 11% from the past year according to NerdWallet. It's no wonder travelers are taking extra precautions as they plan their summer travel. So what's the…,"MINNEAPOLIS, April 5, 2023 /PRNewswire/ -- Travel prices are going up –apparently a whopping 11% from the past year according to NerdWallet. It's no wonder travelers are taking extra precautions as they plan their summer travel. So what's the best way to protect the travel bookings you've made? Yonder Travel Insurance explains how travel insurance can protect your trip costs from unexpected events and avoid unexpected out-of-pocket costs during your trip.
Protect Your Trip Investment
""Since booking accommodations, tours, and flights will be more expensive this year, travelers are more vulnerable to losing these costs if an unforeseen event causes them to cancel or interrupt their trip,"" says Terry Boynton, co-founder and president of Yonder Travel Insurance.",yahoo.com,31,news,US,en,PR Newswire,https://media.zenfs.com/en/prnewswire.com/09f090fbeec42f426e011516bfdd2477,False,@YahooFinance,9.918428,11eee310c9b5e67c8508c7b194442e59,,,Travel
5,"Peter Thornton, Author at SmarterTravel",Peter Thornton,4/4/23 20:15,timezone unknown,https://www.smartertravel.com/author/pthorton/,smartertravel.com,kreynolds+pthorton@tripadvisor.com,"Weekend Getaways
 
Peter Thornton
 
 
 
 
 
 
 Packing
 
Peter Thornton
 
 
 
 
 
 
 Air Travel
 
Peter Thornton
 
 
 
 
 
 
 Luxury Travel
 
Peter Thornton
 
 
 
 
 
 
 Air Travel
 
Peter Thornton
 
 
 
 
 
 
 Air Travel
 
Peter Thornton
 
 
 
 
 
 
 COVID-19 Travel
 
Peter Thornton
 
 
 
 
 
 
 Air Travel
 
Peter Thornton
 
 
 
 
 
 
 Travel Tips & Advice
 
Peter Thornton
 
 
 
 
 
 
 Travel Tips & Advice
 
Peter Thornton
 
 
 
 
 
 
 Travel Tips & Advice
 
Peter Thornton
 
 
 
 
 
 
 Air Trav",smartertravel.com,8830,news,US,en,Peter Thornton,https://secure.gravatar.com/avatar/ad516503a11cd5ca435acc9bb6523536?s=500,False,@smartertravel,9.9173565,238edc253c70f779ad90cc4e1f68f86e,,,Travel
6,IMG Travel Outlook Survey Predicts Continued Surge of International Travel in 2023,International Medical Group,3/30/23 13:00,full,https://www.newswire.ca/news-releases/img-travel-outlook-survey-predicts-continued-surge-of-international-travel-in-2023-848300175.html,newswire.ca,"/CNW/ -- International Medical Group® (IMG®), an award-winning global insurance benefits and assistance services company, has released the results of its...","Survey results reveal travel trends for 2023 including frequency of travel, timing of travel, and anticipated spending habits of travelers




INDIANAPOLIS
, 
March 30, 2023
 /CNW/ -- International Medical Group
®
 (IMG
®
), an award-winning global insurance benefits and assistance services company, has released the results of its annual Outlook Survey that surveyed IMG customers about their 2023 travel plans. The survey reveals 44% of respondents plan to travel internationally three or more times throughout the year, a 16% increase compared to 2022 survey results.",newswire.ca,2221,news,CA,en,"Img,International Medical Group",https://mma.prnewswire.com/media/456500/International_Medical_Group_Logo.jpg?p=facebook,False,@CNWGroup,9.889656,31d703c3a3552c864e5adf74eff1dcfd,,,Travel
7,The Travel Group Introduces a Customer-Centric Approach to Corporate Travel Management,Benzinga,4/5/23 2:44,full,https://www.einnews.com/pr_news/626182878/the-travel-group-introduces-a-customer-centric-approach-to-corporate-travel-management,einnews.com,"This Corporate Travel Management agency provides a bespoke travel management solution for each client, ensuring they receive the highest level of service and","This Corporate Travel Management agency provides a bespoke travel management solution for each client, ensuring they receive the highest level of service and care. The company's corporate travel management services consider each client's unique needs and preferences, including exclusive rates with airlines, hotels, car rental, and transfer providers to help clients save on travel expenses.

Corporate Travel Management agency, has a unique approach that sets it apart from other travel management companies (TMC s), emphasizing client satisfaction and streamlined service.",einnews.com,3825,news,UA,en,"Benzinga,EIN News",https://www.benzinga.com/next-assets/images/schema-image-default.png,False,,9.888063,39bdd75a24a6025dd52fac8f09f53b1b,,,Travel
